Cycle start time,Cycle end time,Cycle timezone,Question text,Answered yes,Notes
2026-03-18 00:34:45,2026-03-18 23:56:01,UTC-04:00,Felt depressed or down?,false,"☀️ Had an amazing day going to UVM training, visiting Caleb at Beta, organizing for OURA work, chilling w Nathán and the Beta boys at Main St. Watching the game w Jake and Phoebe and Sasha. Boxing with Garrett. Catching up with Milly, Ishaq, and seeing a bunch of the UVM boys.
☁️ Walked past a few people without stopping to say hello (Ryan Zellefrows parents) and didn’t talk to any new people when downtown
🎯 Back to Bos, train hard, catch up on OURA applications"
2026-03-18 00:34:45,2026-03-18 23:56:01,UTC-04:00,Took creatine?,false,"☀️ Had an amazing day going to UVM training, visiting Caleb at Beta, organizing for OURA work, chilling w Nathán and the Beta boys at Main St. Watching the game w Jake and Phoebe and Sasha. Boxing with Garrett. Catching up with Milly, Ishaq, and seeing a bunch of the UVM boys.
☁️ Walked past a few people without stopping to say hello (Ryan Zellefrows parents) and didn’t talk to any new people when downtown
🎯 Back to Bos, train hard, catch up on OURA applications"
2026-03-18 00:34:45,2026-03-18 23:56:01,UTC-04:00,Practiced contrast therapy (hot/cold)?,true,"☀️ Had an amazing day going to UVM training, visiting Caleb at Beta, organizing for OURA work, chilling w Nathán and the Beta boys at Main St. Watching the game w Jake and Phoebe and Sasha. Boxing with Garrett. Catching up with Milly, Ishaq, and seeing a bunch of the UVM boys.
☁️ Walked past a few people without stopping to say hello (Ryan Zellefrows parents) and didn’t talk to any new people when downtown
🎯 Back to Bos, train hard, catch up on OURA applications"
2026-03-18 00:34:45,2026-03-18 23:56:01,UTC-04:00,Ate all your meals during daylight hours?,false,"☀️ Had an amazing day going to UVM training, visiting Caleb at Beta, organizing for OURA work, chilling w Nathán and the Beta boys at Main St. Watching the game w Jake and Phoebe and Sasha. Boxing with Garrett. Catching up with Milly, Ishaq, and seeing a bunch of the UVM boys.
☁️ Walked past a few people without stopping to say hello (Ryan Zellefrows parents) and didn’t talk to any new people when downtown
🎯 Back to Bos, train hard, catch up on OURA applications"
2026-03-18 00:34:45,2026-03-18 23:56:01,UTC-04:00,Avoided processed foods?,false,"☀️ Had an amazing day going to UVM training, visiting Caleb at Beta, organizing for OURA work, chilling w Nathán and the Beta boys at Main St. Watching the game w Jake and Phoebe and Sasha. Boxing with Garrett. Catching up with Milly, Ishaq, and seeing a bunch of the UVM boys.
☁️ Walked past a few people without stopping to say hello (Ryan Zellefrows parents) and didn’t talk to any new people when downtown
🎯 Back to Bos, train hard, catch up on OURA applications"
2026-03-18 00:34:45,2026-03-18 23:56:01,UTC-04:00,Faced challenges?,true,"☀️ Had an amazing day going to UVM training, visiting Caleb at Beta, organizing for OURA work, chilling w Nathán and the Beta boys at Main St. Watching the game w Jake and Phoebe and Sasha. Boxing with Garrett. Catching up with Milly, Ishaq, and seeing a bunch of the UVM boys.
☁️ Walked past a few people without stopping to say hello (Ryan Zellefrows parents) and didn’t talk to any new people when downtown
🎯 Back to Bos, train hard, catch up on OURA applications"
2026-03-18 00:34:45,2026-03-18 23:56:01,UTC-04:00,Consumed carbohydrates?,false,"☀️ Had an amazing day going to UVM training, visiting Caleb at Beta, organizing for OURA work, chilling w Nathán and the Beta boys at Main St. Watching the game w Jake and Phoebe and Sasha. Boxing with Garrett. Catching up with Milly, Ishaq, and seeing a bunch of the UVM boys.
☁️ Walked past a few people without stopping to say hello (Ryan Zellefrows parents) and didn’t talk to any new people when downtown
🎯 Back to Bos, train hard, catch up on OURA applications"
2026-03-18 00:34:45,2026-03-18 23:56:01,UTC-04:00,Tracked your calories?,false,"☀️ Had an amazing day going to UVM training, visiting Caleb at Beta, organizing for OURA work, chilling w Nathán and the Beta boys at Main St. Watching the game w Jake and Phoebe and Sasha. Boxing with Garrett. Catching up with Milly, Ishaq, and seeing a bunch of the UVM boys.
☁️ Walked past a few people without stopping to say hello (Ryan Zellefrows parents) and didn’t talk to any new people when downtown
🎯 Back to Bos, train hard, catch up on OURA applications"
2026-03-18 00:34:45,2026-03-18 23:56:01,UTC-04:00,Consumed caffeine?,false,"☀️ Had an amazing day going to UVM training, visiting Caleb at Beta, organizing for OURA work, chilling w Nathán and the Beta boys at Main St. Watching the game w Jake and Phoebe and Sasha. Boxing with Garrett. Catching up with Milly, Ishaq, and seeing a bunch of the UVM boys.
☁️ Walked past a few people without stopping to say hello (Ryan Zellefrows parents) and didn’t talk to any new people when downtown
🎯 Back to Bos, train hard, catch up on OURA applications"
2026-03-18 00:34:45,2026-03-18 23:56:01,UTC-04:00,Have any alcoholic drinks?,false,"☀️ Had an amazing day going to UVM training, visiting Caleb at Beta, organizing for OURA work, chilling w Nathán and the Beta boys at Main St. Watching the game w Jake and Phoebe and Sasha. Boxing with Garrett. Catching up with Milly, Ishaq, and seeing a bunch of the UVM boys.
☁️ Walked past a few people without stopping to say hello (Ryan Zellefrows parents) and didn’t talk to any new people when downtown
🎯 Back to Bos, train hard, catch up on OURA applications"
2026-03-18 00:34:45,2026-03-18 23:56:01,UTC-04:00,Felt nervous or anxious?,false,"☀️ Had an amazing day going to UVM training, visiting Caleb at Beta, organizing for OURA work, chilling w Nathán and the Beta boys at Main St. Watching the game w Jake and Phoebe and Sasha. Boxing with Garrett. Catching up with Milly, Ishaq, and seeing a bunch of the UVM boys.
☁️ Walked past a few people without stopping to say hello (Ryan Zellefrows parents) and didn’t talk to any new people when downtown
🎯 Back to Bos, train hard, catch up on OURA applications"
2026-03-18 00:34:45,2026-03-18 23:56:01,UTC-04:00,Masturbated?,false,"☀️ Had an amazing day going to UVM training, visiting Caleb at Beta, organizing for OURA work, chilling w Nathán and the Beta boys at Main St. Watching the game w Jake and Phoebe and Sasha. Boxing with Garrett. Catching up with Milly, Ishaq, and seeing a bunch of the UVM boys.
☁️ Walked past a few people without stopping to say hello (Ryan Zellefrows parents) and didn’t talk to any new people when downtown
🎯 Back to Bos, train hard, catch up on OURA applications"
2026-03-18 00:34:45,2026-03-18 23:56:01,UTC-04:00,Ate an afternoon snack?,false,"☀️ Had an amazing day going to UVM training, visiting Caleb at Beta, organizing for OURA work, chilling w Nathán and the Beta boys at Main St. Watching the game w Jake and Phoebe and Sasha. Boxing with Garrett. Catching up with Milly, Ishaq, and seeing a bunch of the UVM boys.
☁️ Walked past a few people without stopping to say hello (Ryan Zellefrows parents) and didn’t talk to any new people when downtown
🎯 Back to Bos, train hard, catch up on OURA applications"
2026-03-18 00:34:45,2026-03-18 23:56:01,UTC-04:00,Used a sauna?,true,"☀️ Had an amazing day going to UVM training, visiting Caleb at Beta, organizing for OURA work, chilling w Nathán and the Beta boys at Main St. Watching the game w Jake and Phoebe and Sasha. Boxing with Garrett. Catching up with Milly, Ishaq, and seeing a bunch of the UVM boys.
☁️ Walked past a few people without stopping to say hello (Ryan Zellefrows parents) and didn’t talk to any new people when downtown
🎯 Back to Bos, train hard, catch up on OURA applications"
2026-03-18 00:34:45,2026-03-18 23:56:01,UTC-04:00,Consumed added sugar?,false,"☀️ Had an amazing day going to UVM training, visiting Caleb at Beta, organizing for OURA work, chilling w Nathán and the Beta boys at Main St. Watching the game w Jake and Phoebe and Sasha. Boxing with Garrett. Catching up with Milly, Ishaq, and seeing a bunch of the UVM boys.
☁️ Walked past a few people without stopping to say hello (Ryan Zellefrows parents) and didn’t talk to any new people when downtown
🎯 Back to Bos, train hard, catch up on OURA applications"
2026-03-18 00:34:45,2026-03-18 23:56:01,UTC-04:00,Consumed sodium?,false,"☀️ Had an amazing day going to UVM training, visiting Caleb at Beta, organizing for OURA work, chilling w Nathán and the Beta boys at Main St. Watching the game w Jake and Phoebe and Sasha. Boxing with Garrett. Catching up with Milly, Ishaq, and seeing a bunch of the UVM boys.
☁️ Walked past a few people without stopping to say hello (Ryan Zellefrows parents) and didn’t talk to any new people when downtown
🎯 Back to Bos, train hard, catch up on OURA applications"
2026-03-18 00:34:45,2026-03-18 23:56:01,UTC-04:00,Feeling sick or ill?,false,"☀️ Had an amazing day going to UVM training, visiting Caleb at Beta, organizing for OURA work, chilling w Nathán and the Beta boys at Main St. Watching the game w Jake and Phoebe and Sasha. Boxing with Garrett. Catching up with Milly, Ishaq, and seeing a bunch of the UVM boys.
☁️ Walked past a few people without stopping to say hello (Ryan Zellefrows parents) and didn’t talk to any new people when downtown
🎯 Back to Bos, train hard, catch up on OURA applications"
2026-03-18 00:34:45,2026-03-18 23:56:01,UTC-04:00,Engaged in sexual activity?,false,"☀️ Had an amazing day going to UVM training, visiting Caleb at Beta, organizing for OURA work, chilling w Nathán and the Beta boys at Main St. Watching the game w Jake and Phoebe and Sasha. Boxing with Garrett. Catching up with Milly, Ishaq, and seeing a bunch of the UVM boys.
☁️ Walked past a few people without stopping to say hello (Ryan Zellefrows parents) and didn’t talk to any new people when downtown
🎯 Back to Bos, train hard, catch up on OURA applications"
2026-03-18 00:34:45,2026-03-18 23:56:01,UTC-04:00,Felt a sense of purpose?,true,"☀️ Had an amazing day going to UVM training, visiting Caleb at Beta, organizing for OURA work, chilling w Nathán and the Beta boys at Main St. Watching the game w Jake and Phoebe and Sasha. Boxing with Garrett. Catching up with Milly, Ishaq, and seeing a bunch of the UVM boys.
☁️ Walked past a few people without stopping to say hello (Ryan Zellefrows parents) and didn’t talk to any new people when downtown
🎯 Back to Bos, train hard, catch up on OURA applications"
